PLAYER_NAME,PLAYER_ID,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,FGA,FG_PCT,FTA,PLUS_MINUS,WL
Russell Westbrook,201566,2025-11-22,SAC @ DEN,30,21,6,11,1,1,1,2,16,0.563,2,-13,W
Yves Missi,1642274,2025-11-22,NOP vs. ATL,21,2,3,2,0,2,0,0,3,0.333,0,-14,L
Cooper Flagg,1642843,2025-11-22,DAL vs. MEM,33,12,7,1,1,1,1,1,15,0.267,4,-5,L
Pat Connaughton,1626192,2025-11-22,CHA vs. LAC,6,0,2,0,0,0,0,0,2,0.0,0,1,L
Kentavious Caldwell-Pope,203484,2025-11-22,MEM @ DAL,25,10,0,1,0,0,0,2,8,0.5,0,-6,W
Dennis Schröder,203471,2025-11-22,SAC @ DEN,18,21,3,7,0,0,0,3,8,0.75,6,20,W
Klay Thompson,202691,2025-11-22,DAL vs. MEM,28,22,1,0,0,0,1,6,17,0.412,2,2,L
Kevin Huerter,1628989,2025-11-22,CHI vs. WAS,19,9,0,3,0,0,0,1,8,0.5,0,-9,W
Tre Jones,1630200,2025-11-22,CHI vs. WAS,26,10,2,1,0,0,2,0,5,0.4,6,7,W
Kobe Sanders,1642920,2025-11-22,LAC @ CHA,30,11,1,2,1,0,0,1,7,0.429,4,16,W
Thanasis Antetokounmpo,203648,2025-11-22,MIL vs. DET,2,2,0,0,0,1,0,0,0,,2,4,L
P.J. Washington,1629023,2025-11-22,DAL vs. MEM,32,15,8,4,1,2,2,1,17,0.412,1,-8,L
Liam McNeeley,1642862,2025-11-22,CHA vs. LAC,18,3,6,1,0,0,1,1,4,0.25,0,-5,L
Corey Kispert,1630557,2025-11-22,WAS @ CHI,37,20,5,5,1,0,1,3,10,0.7,3,6,L
Jalen Duren,1631105,2025-11-22,DET @ MIL,27,19,6,5,0,0,3,0,10,0.7,8,15,W
Jase Richardson,1642859,2025-11-22,ORL vs. NYK,2,0,0,0,0,0,0,0,1,0.0,0,-3,W
Kevon Looney,1626172,2025-11-22,NOP vs. ATL,14,2,5,1,0,1,0,0,2,0.5,0,-4,L
Pacôme Dadiet,1642359,2025-11-22,NYK @ ORL,3,0,0,0,0,0,0,0,1,0.0,0,1,L
Duncan Robinson,1629130,2025-11-22,DET @ MIL,28,15,3,2,2,0,0,5,6,0.833,0,16,W
Tobias Harris,202699,2025-11-22,DET @ MIL,23,18,5,4,0,1,0,3,9,0.778,3,25,W
Cole Anthony,1630175,2025-11-22,MIL vs. DET,14,4,3,2,1,1,5,0,5,0.4,0,10,L
Collin Sexton,1629012,2025-11-22,CHA vs. LAC,23,18,3,4,0,0,2,0,13,0.538,4,-18,L
Jalen Brunson,1628973,2025-11-22,NYK @ ORL,37,33,3,11,0,0,2,3,21,0.571,6,-13,L
Noah Penda,1642869,2025-11-22,ORL vs. NYK,2,0,1,0,0,0,0,0,1,0.0,0,-3,W
Kris Dunn,1627739,2025-11-22,LAC @ CHA,27,6,2,6,1,0,0,0,5,0.6,0,8,W
Anthony Black,1641710,2025-11-22,ORL vs. NYK,29,11,1,4,3,1,1,1,8,0.5,4,21,W
Kon Knueppel,1642851,2025-11-22,CHA vs. LAC,34,26,1,1,1,0,2,6,12,0.75,2,-12,L
Bryce McGowens,1631121,2025-11-22,NOP vs. ATL,20,9,1,0,1,1,0,0,5,0.6,4,-7,L
Naji Marshall,1630230,2025-11-22,DAL vs. MEM,30,13,7,4,0,2,0,1,8,0.5,4,-2,L
Amir Coffey,1629599,2025-11-22,MIL vs. DET,2,3,0,1,0,0,0,1,1,1.0,0,4,L
Bub Carrington,1642267,2025-11-22,WAS @ CHI,24,8,3,4,0,0,2,2,9,0.333,0,4,L
Goga Bitadze,1629048,2025-11-22,ORL vs. NYK,19,6,7,3,1,1,1,0,4,0.75,0,6,W
Kyshawn George,1642273,2025-11-22,WAS @ CHI,36,17,12,7,4,0,4,1,14,0.357,6,0,L
Ryan Rollins,1631157,2025-11-22,MIL vs. DET,34,24,5,7,1,2,3,3,21,0.429,4,-23,L
Jamal Murray,1627750,2025-11-22,DEN vs. SAC,37,23,2,9,1,1,1,3,18,0.5,3,0,L
Keegan Murray,1631099,2025-11-22,SAC @ DEN,37,19,5,1,2,1,0,3,14,0.5,2,1,W
Guerschon Yabusele,1627824,2025-11-22,NYK @ ORL,14,4,1,0,0,0,1,0,3,0.667,0,1,L
Kyle Kuzma,1628398,2025-11-22,MIL vs. DET,16,13,3,2,0,0,1,1,10,0.5,2,-12,L
Chris Paul,101108,2025-11-22,LAC @ CHA,23,3,4,8,0,0,1,1,5,0.2,1,1,W
Caleb Houstan,1631216,2025-11-22,ATL @ NOP,2,3,1,0,0,0,0,1,1,1.0,0,-3,W
Javonte Green,1629750,2025-11-22,DET @ MIL,13,7,1,0,0,0,1,1,3,1.0,0,4,W
Ryan Kalkbrenner,1641750,2025-11-22,CHA vs. LAC,11,2,2,1,0,0,0,0,2,0.5,0,-5,L
Jalen Suggs,1630591,2025-11-22,ORL vs. NYK,32,26,3,1,0,0,4,2,15,0.533,9,9,W
CJ McCollum,203468,2025-11-22,WAS @ CHI,27,18,2,3,0,1,1,3,15,0.467,1,-7,L
Derik Queen,1642852,2025-11-22,NOP vs. ATL,32,20,9,3,2,1,2,0,14,0.429,8,-8,L
Landry Shamet,1629013,2025-11-22,NYK @ ORL,3,0,0,2,0,0,0,0,0,,0,6,L
Tim Hardaway Jr.,203501,2025-11-22,DEN vs. SAC,26,8,1,1,0,0,1,1,7,0.286,3,3,L
Kristaps Porziņģis,204001,2025-11-22,ATL @ NOP,33,30,7,4,0,3,0,2,17,0.647,7,5,W
Kobe Brown,1641738,2025-11-22,LAC @ CHA,8,0,0,0,0,0,1,0,1,0.0,0,-9,W
Coby White,1629632,2025-11-22,CHI vs. WAS,31,20,3,6,0,0,4,3,16,0.375,7,8,W
Isaiah Livers,1630587,2025-11-21,PHX vs. MIN,3,0,1,0,0,0,1,0,0,,0,1,W
Devin Booker,1626164,2025-11-21,PHX vs. MIN,35,16,3,10,1,0,9,1,18,0.222,9,-2,W
Davion Mitchell,1630558,2025-11-21,MIA @ CHI,24,16,0,6,1,0,0,0,9,0.778,4,12,W
Moses Moody,1630541,2025-11-21,GSW vs. POR,28,10,2,1,0,1,2,2,6,0.5,2,-15,L
Isaiah Jackson,1630543,2025-11-21,IND @ CLE,18,3,4,0,2,1,1,0,4,0.25,2,-6,L
Julius Randle,203944,2025-11-21,MIN @ PHX,34,20,5,2,1,0,5,2,13,0.462,9,1,L
Deni Avdija,1630166,2025-11-21,POR @ GSW,40,26,6,13,0,0,6,2,14,0.429,13,2,W
Garrett Temple,202066,2025-11-21,TOR vs. WAS,4,4,1,1,0,0,1,1,1,1.0,2,-3,W
Javonte Cooke,1631451,2025-11-21,POR @ GSW,2,0,0,0,0,0,0,0,1,0.0,0,0,W
Andrew Nembhard,1629614,2025-11-21,IND @ CLE,33,32,1,8,2,0,0,3,20,0.55,7,-11,L
Clint Capela,203991,2025-11-21,HOU vs. DEN,4,0,0,0,1,0,0,0,2,0.0,0,-8,L
Cason Wallace,1641717,2025-11-21,OKC @ UTA,27,10,1,0,4,0,2,2,6,0.667,0,4,W
Donovan Mitchell,1628378,2025-11-21,CLE vs. IND,34,32,9,5,1,0,5,4,22,0.5,8,13,W
RayJ Dennis,1642484,2025-11-21,IND @ CLE,1,0,0,0,0,0,0,0,0,,0,4,L
Jaden McDaniels,1630183,2025-11-21,MIN @ PHX,40,13,5,2,4,0,1,0,12,0.417,3,9,L
Moussa Cisse,1630619,2025-11-21,DAL vs. NOP,5,0,3,1,0,0,0,0,0,,0,1,W
Pascal Siakam,1627783,2025-11-21,IND @ CLE,37,26,9,4,1,0,3,3,15,0.6,6,-10,L
Kevin Love,201567,2025-11-21,UTA vs. OKC,13,12,1,0,0,1,1,4,6,0.667,0,-9,L
Lauri Markkanen,1628374,2025-11-21,UTA vs. OKC,35,19,6,3,2,0,1,2,8,0.5,9,-27,L
Tre Johnson,1642848,2025-11-21,WAS @ TOR,19,14,2,2,0,1,1,3,8,0.625,2,-20,L
Gary Payton II,1627780,2025-11-21,GSW vs. POR,17,6,2,4,0,0,1,0,4,0.75,0,-2,L
Taelon Peter,1643007,2025-11-21,IND @ CLE,1,0,1,1,0,0,0,0,0,,0,4,L
Neemias Queta,1629674,2025-11-21,BOS vs. BKN,29,16,12,3,0,1,0,0,12,0.667,0,-5,L
Jose Alvarado,1630631,2025-11-21,NOP @ DAL,20,5,5,6,0,0,2,1,5,0.4,0,2,L
Jordan Hawkins,1641722,2025-11-21,NOP @ DAL,12,3,2,1,0,0,1,1,5,0.2,0,11,L
Nae'Qwan Tomlin,1641772,2025-11-21,CLE vs. IND,12,2,0,0,0,0,0,0,4,0.25,0,-14,W
Day'Ron Sharpe,1630549,2025-11-21,BKN @ BOS,13,4,4,1,0,1,3,0,2,0.5,3,-10,W
Keyonte George,1641718,2025-11-21,UTA vs. OKC,30,20,3,8,0,0,4,1,10,0.6,7,-14,L
Jamison Battle,1642419,2025-11-21,TOR vs. WAS,4,2,2,0,0,0,1,0,1,1.0,0,-3,W
Spencer Jones,1642461,2025-11-21,DEN @ HOU,22,3,4,0,0,0,0,1,1,1.0,0,-1,W
Alperen Sengun,1630578,2025-11-21,HOU vs. DEN,36,14,5,6,1,0,4,0,14,0.429,3,-16,L
Ochai Agbaji,1630534,2025-11-21,TOR vs. WAS,16,4,1,0,0,0,0,0,3,0.333,2,7,W
Kyle Filipowski,1642271,2025-11-21,UTA vs. OKC,26,18,7,2,1,1,3,2,11,0.636,4,-28,L
Jeremiah Robinson-Earl,1630526,2025-11-21,IND @ CLE,12,2,3,0,0,0,1,0,2,0.0,2,-3,L
Craig Porter Jr.,1641854,2025-11-21,CLE vs. IND,11,2,1,1,1,0,0,0,3,0.333,0,-5,W
Dillon Brooks,1628415,2025-11-21,PHX vs. MIN,37,22,5,1,2,0,3,4,17,0.471,4,-3,W
Cody Williams,1642262,2025-11-21,UTA vs. OKC,20,0,2,2,0,0,1,0,4,0.0,0,-33,L
Peyton Watson,1631212,2025-11-21,DEN @ HOU,34,9,10,3,1,1,3,0,5,0.6,4,15,W
Jaylon Tyson,1642281,2025-11-21,CLE vs. IND,27,14,8,3,0,0,0,2,7,0.857,0,-6,W
Alex Caruso,1627936,2025-11-21,OKC @ UTA,18,11,0,3,1,0,1,2,5,0.8,2,29,W
Brice Sensabaugh,1641729,2025-11-21,UTA vs. OKC,17,7,2,1,0,0,2,1,8,0.375,0,-19,L
RJ Barrett,1629628,2025-11-21,TOR vs. WAS,29,24,8,4,0,0,2,2,15,0.6,8,15,W
Garrison Mathews,1629726,2025-11-21,IND @ CLE,10,0,1,0,0,0,0,0,3,0.0,0,-4,L
Brandin Podziemski,1641764,2025-11-21,GSW vs. POR,30,20,0,3,3,0,1,2,9,0.556,10,3,L
Cam Whitmore,1641715,2025-11-21,WAS @ TOR,17,11,2,0,1,0,1,1,9,0.556,0,-15,L
Jarace Walker,1641716,2025-11-21,IND @ CLE,17,6,4,0,0,0,0,0,6,0.333,2,-7,L
Terance Mann,1629611,2025-11-21,BKN @ BOS,32,6,6,6,0,0,1,2,6,0.333,0,12,W
Simone Fontecchio,1631323,2025-11-21,MIA @ CHI,25,9,2,3,1,0,2,1,12,0.25,3,25,W
Bruce Brown,1628971,2025-11-21,DEN @ HOU,21,10,1,3,3,1,0,0,8,0.5,2,-15,W
Kris Murray,1631200,2025-11-21,POR @ GSW,17,5,3,2,2,0,4,0,3,0.333,4,0,W
Saddiq Bey,1630180,2025-11-21,NOP @ DAL,18,4,3,1,1,0,0,0,9,0.222,0,-1,L
Daniel Gafford,1629655,2025-11-21,DAL vs. NOP,25,8,7,3,3,1,3,0,5,0.6,4,-6,W
Kevin Huerter,1628989,2025-11-21,CHI vs. MIA,10,3,2,0,1,1,1,1,4,0.25,0,-19,L
Malaki Branham,1631103,2025-11-21,WAS @ TOR,5,9,1,0,0,0,1,1,3,0.667,4,1,L
Egor Dëmin,1642856,2025-11-21,BKN @ BOS,29,12,6,5,1,1,1,2,10,0.5,0,9,W
Justin Champagnie,1630551,2025-11-21,WAS @ TOR,18,7,3,4,2,0,0,0,6,0.5,1,-2,L
Nikola Vučević,202696,2025-11-21,CHI vs. MIA,21,6,4,3,0,0,1,0,8,0.25,2,-9,L
Corey Kispert,1630557,2025-11-21,WAS @ TOR,19,9,3,1,1,0,0,2,6,0.5,2,-17,L
Jusuf Nurkić,203994,2025-11-21,UTA vs. OKC,22,5,10,3,1,0,1,0,7,0.286,2,1,L
Isaiah Joe,1630198,2025-11-21,OKC @ UTA,25,16,0,3,2,0,0,4,6,0.833,2,22,W
Quinten Post,1642366,2025-11-21,GSW vs. POR,17,7,4,1,3,0,1,1,6,0.333,2,7,L
Josh Giddey,1630581,2025-11-21,CHI vs. MIA,31,19,11,9,0,0,3,1,14,0.429,9,-4,L
Drake Powell,1642962,2025-11-21,BKN @ BOS,21,9,2,1,2,0,0,1,4,0.75,2,2,W
P.J. Washington,1629023,2025-11-21,DAL vs. NOP,37,24,9,1,0,3,4,5,14,0.571,4,1,W
Jerami Grant,203924,2025-11-21,POR @ GSW,31,5,4,2,1,1,3,0,8,0.0,6,-3,W
Jeremiah Fears,1642847,2025-11-21,NOP @ DAL,32,21,7,2,4,0,4,3,12,0.667,5,-9,L
Joe Ingles,204060,2025-11-21,MIN @ PHX,0,0,0,0,0,0,0,0,0,,0,0,L
Nick Richards,1630208,2025-11-21,PHX vs. MIN,8,2,4,0,0,0,3,0,3,0.333,0,3,W
Rayan Rupert,1641712,2025-11-21,POR @ GSW,6,0,3,0,1,0,0,0,0,,0,5,W
Tre Jones,1630200,2025-11-21,CHI vs. MIA,18,6,4,2,1,1,3,0,6,0.333,2,-10,L
Herbert Jones,1630529,2025-11-21,NOP @ DAL,32,7,9,2,2,1,1,1,10,0.3,0,-7,L
Rudy Gobert,203497,2025-11-21,MIN @ PHX,35,12,12,4,0,1,2,0,10,0.5,4,6,L
Larry Nance Jr.,1626204,2025-11-21,CLE vs. IND,19,4,2,1,1,2,0,0,4,0.5,0,-2,W
Anthony Gill,1630264,2025-11-21,WAS @ TOR,5,4,1,0,0,0,0,0,1,1.0,2,1,L
Tyrese Martin,1631213,2025-11-21,BKN @ BOS,19,10,1,4,0,0,1,1,6,0.667,2,-3,W
Jordan Walsh,1641775,2025-11-21,BOS vs. BKN,24,9,6,0,1,0,1,1,7,0.571,0,8,L
Payton Pritchard,1630202,2025-11-21,BOS vs. BKN,35,13,3,4,0,0,1,3,13,0.385,0,-13,L
Ayo Dosunmu,1630245,2025-11-21,CHI vs. MIA,33,23,1,4,0,2,3,3,14,0.643,3,-33,L
Baylor Scheierman,1631248,2025-11-21,BOS vs. BKN,11,5,2,1,0,0,0,1,2,1.0,0,-8,L
Jaden Hardy,1630702,2025-11-21,DAL vs. NOP,14,11,2,0,0,0,1,3,7,0.571,0,0,W
Amen Thompson,1641708,2025-11-21,HOU vs. DEN,43,22,7,2,2,0,3,1,18,0.556,1,-10,L
Michael Porter Jr.,1629008,2025-11-21,BKN @ BOS,37,33,8,2,0,0,2,4,21,0.619,5,13,W
Evan Mobley,1630596,2025-11-21,CLE vs. IND,35,22,12,4,0,4,2,1,13,0.538,11,18,W
Bam Adebayo,1628389,2025-11-21,MIA @ CHI,29,18,7,5,0,3,1,2,11,0.364,10,24,W
Tony Bradley,1628396,2025-11-21,IND @ CLE,4,2,0,1,0,0,0,0,2,0.0,2,-1,L
T.J. McConnell,204456,2025-11-21,IND @ CLE,17,10,3,4,1,0,2,2,6,0.667,0,3,L
CJ McCollum,203468,2025-11-21,WAS @ TOR,26,20,3,3,1,0,2,2,15,0.533,3,-11,L
Derrick White,1628401,2025-11-21,BOS vs. BKN,33,6,1,4,1,0,1,1,13,0.154,2,-7,L
Micah Peavy,1642877,2025-11-21,NOP @ DAL,13,4,1,0,1,1,0,0,6,0.333,0,-4,L
Aaron Gordon,203932,2025-11-21,DEN @ HOU,3,1,2,0,0,0,1,0,1,0.0,2,4,W
Scottie Barnes,1630567,2025-11-21,TOR vs. WAS,30,23,5,2,3,0,2,3,15,0.667,0,14,W
Cameron Johnson,1629661,2025-11-21,DEN @ HOU,32,9,5,1,1,1,1,1,6,0.333,4,-3,W
Ryan Dunn,1642346,2025-11-21,PHX vs. MIN,24,4,3,1,2,1,1,1,3,0.333,2,-5,W
Max Christie,1631108,2025-11-21,DAL vs. NOP,32,23,3,0,1,1,1,5,12,0.583,4,7,W
Anthony Edwards,1630162,2025-11-21,MIN @ PHX,40,41,5,4,4,1,5,5,24,0.583,12,-3,L
Taylor Hendricks,1641707,2025-11-21,UTA vs. OKC,8,1,3,2,1,0,1,0,3,0.0,2,-6,L
Patrick Williams,1630172,2025-11-21,CHI vs. MIA,18,8,1,2,1,1,1,1,6,0.5,2,-10,L
Klay Thompson,202691,2025-11-21,DAL vs. NOP,16,5,2,0,0,1,0,1,9,0.222,0,-4,W
Donte DiVincenzo,1628978,2025-11-21,MIN @ PHX,32,9,2,3,4,0,2,2,9,0.222,3,9,L
Robert Williams III,1629057,2025-11-21,POR @ GSW,21,8,11,2,0,3,1,0,6,0.667,0,4,W
Norman Powell,1626181,2025-11-21,MIA @ CHI,25,19,2,2,2,1,0,2,14,0.429,8,14,W
Dalen Terry,1631207,2025-11-21,CHI vs. MIA,13,0,4,2,0,0,1,0,1,0.0,0,-11,L
Brandon Ingram,1627742,2025-11-21,TOR vs. WAS,30,24,8,6,2,1,4,0,12,0.5,13,25,W
Ja'Kobe Walter,1642266,2025-11-21,TOR vs. WAS,22,3,3,2,3,0,0,1,2,0.5,0,20,W
Gradey Dick,1641711,2025-11-21,TOR vs. WAS,19,6,1,1,2,0,2,0,6,0.333,2,8,W
Caleb Martin,1628997,2025-11-21,DAL vs. NOP,8,0,0,1,1,0,0,0,0,,0,-7,W
Isaac Okoro,1630171,2025-11-21,CHI vs. MIA,17,9,2,0,0,0,0,1,8,0.5,2,-20,L
Jaime Jaquez Jr.,1631170,2025-11-21,MIA @ CHI,24,10,7,7,1,0,3,0,11,0.455,0,12,W
Aaron Holiday,1628988,2025-11-21,HOU vs. DEN,13,1,0,0,0,0,0,0,3,0.0,1,3,L
Will Richard,1642954,2025-11-21,GSW vs. POR,9,2,2,1,0,0,0,0,2,0.5,0,-4,L
Luguentz Dort,1629652,2025-11-21,OKC @ UTA,21,9,1,0,0,0,0,3,4,0.75,0,1,W
Jakob Poeltl,1627751,2025-11-21,TOR vs. WAS,19,3,9,1,0,1,1,0,1,1.0,2,9,W
Branden Carlson,1642382,2025-11-21,OKC @ UTA,9,7,0,1,0,1,0,0,4,0.75,1,3,W
Nic Claxton,1629651,2025-11-21,BKN @ BOS,35,18,11,12,1,1,3,0,13,0.538,7,18,W
Jonas Valančiūnas,202685,2025-11-21,DEN @ HOU,16,8,1,0,0,1,1,0,8,0.5,0,1,W
Ace Bailey,1642846,2025-11-21,UTA vs. OKC,21,15,2,3,3,0,2,3,9,0.667,0,3,L
Josh Minott,1631169,2025-11-21,BOS vs. BKN,7,0,1,1,0,0,1,0,0,,0,-2,L
Will Riley,1642860,2025-11-21,WAS @ TOR,9,4,1,2,1,0,1,0,5,0.4,0,-2,L
Nikola Jokić,203999,2025-11-21,DEN @ HOU,39,34,10,9,2,2,4,4,20,0.55,10,4,W
Jimmy Butler III,202710,2025-11-21,GSW vs. POR,34,20,8,5,2,1,0,0,15,0.333,11,0,L
Bennedict Mathurin,1631097,2025-11-21,IND @ CLE,37,21,7,2,1,1,3,2,15,0.467,5,-8,L
Jay Huff,1630643,2025-11-21,IND @ CLE,26,5,5,0,1,4,2,1,9,0.222,0,0,L
Matas Buzelis,1641824,2025-11-21,CHI vs. MIA,19,6,5,1,1,2,2,0,8,0.25,2,-9,L
Kel'el Ware,1642276,2025-11-21,MIA @ CHI,28,20,14,1,2,1,1,0,15,0.533,4,17,W
Immanuel Quickley,1630193,2025-11-21,TOR vs. WAS,30,17,2,7,1,1,0,3,10,0.6,2,17,W
Al Horford,201143,2025-11-21,GSW vs. POR,18,7,6,3,2,1,1,1,5,0.4,2,-5,L
Noah Clowney,1641730,2025-11-21,BKN @ BOS,37,19,3,0,1,3,0,3,15,0.467,2,9,W
Steven Adams,203500,2025-11-21,HOU vs. DEN,23,5,8,2,0,0,1,0,2,1.0,3,14,L
Ajay Mitchell,1642349,2025-11-21,OKC @ UTA,25,12,4,4,2,1,2,2,10,0.4,2,29,W
Ousmane Dieng,1631172,2025-11-21,OKC @ UTA,5,5,1,2,0,0,0,1,2,1.0,0,7,W
Derik Queen,1642852,2025-11-21,NOP @ DAL,32,20,7,11,1,0,4,0,17,0.471,5,1,L
Chet Holmgren,1631096,2025-11-21,OKC @ UTA,27,11,3,2,2,1,0,0,14,0.357,2,12,W
Sam Hauser,1630573,2025-11-21,BOS vs. BKN,14,0,4,2,0,0,1,0,3,0.0,0,-6,L
Bub Carrington,1642267,2025-11-21,WAS @ TOR,16,7,2,3,0,0,1,1,5,0.6,0,-20,L
De'Andre Hunter,1629631,2025-11-21,CLE vs. IND,28,20,7,1,2,0,1,3,16,0.5,1,19,W
Royce O'Neale,1626220,2025-11-21,PHX vs. MIN,31,16,3,2,0,0,2,3,8,0.625,4,-4,W
Tyrese Proctor,1642878,2025-11-21,CLE vs. IND,1,0,1,0,0,0,0,0,1,0.0,0,-4,W
Darius Garland,1629636,2025-11-21,CLE vs. IND,27,20,2,7,0,0,4,3,12,0.417,7,18,W
Trayce Jackson-Davis,1631218,2025-11-21,GSW vs. POR,3,2,0,0,0,0,0,0,1,1.0,0,-3,L
Dean Wade,1629731,2025-11-21,CLE vs. IND,20,4,3,1,0,1,1,0,4,0.5,0,10,W
Buddy Hield,1627741,2025-11-21,GSW vs. POR,16,0,1,0,1,0,1,0,1,0.0,0,5,L
Trey Murphy III,1630530,2025-11-21,NOP @ DAL,35,25,3,0,3,1,0,1,14,0.5,10,-1,L
Ziaire Williams,1630533,2025-11-21,BKN @ BOS,16,2,0,0,0,0,2,0,5,0.2,0,-10,W
Lonzo Ball,1628366,2025-11-21,CLE vs. IND,25,0,7,5,0,1,1,0,2,0.0,0,12,W
Jamal Shead,1642347,2025-11-21,TOR vs. WAS,16,7,1,10,1,1,0,2,2,1.0,2,19,W
Keshad Johnson,1642352,2025-11-21,MIA @ CHI,29,14,11,1,1,2,1,2,10,0.3,6,24,W
Josh Okogie,1629006,2025-11-21,HOU vs. DEN,11,6,2,1,0,0,0,2,6,0.333,0,4,L
Sandro Mamukelashvili,1630572,2025-11-21,TOR vs. WAS,21,23,7,2,1,0,1,2,15,0.533,6,22,W
Yves Missi,1642274,2025-11-21,NOP @ DAL,16,4,2,0,0,1,0,0,4,0.5,0,-5,L
Jaylen Brown,1627759,2025-11-21,BOS vs. BKN,32,26,8,4,2,0,3,1,18,0.5,9,-4,L
Jaylen Clark,1641740,2025-11-21,MIN @ PHX,8,1,3,0,1,0,0,0,1,0.0,2,-12,L
Dru Smith,1630696,2025-11-21,MIA @ CHI,18,12,7,2,3,0,2,2,7,0.571,3,27,W
Tim Hardaway Jr.,203501,2025-11-21,DEN @ HOU,31,12,3,2,0,0,0,2,11,0.455,1,4,W
Zion Williamson,1629627,2025-11-21,NOP @ DAL,30,22,3,2,3,0,1,0,9,0.778,11,-2,L
Walter Clayton Jr.,1642383,2025-11-21,UTA vs. OKC,12,2,0,3,1,0,3,0,2,0.5,0,-10,L
Stephen Curry,201939,2025-11-21,GSW vs. POR,34,38,2,4,0,0,3,9,23,0.609,1,-3,L
Jalen Smith,1630188,2025-11-21,CHI vs. MIA,24,14,2,2,0,5,1,2,8,0.625,2,-24,L
Isaiah Collier,1642268,2025-11-21,UTA vs. OKC,14,5,1,2,0,1,5,1,3,0.667,0,-23,L
Mark Williams,1631109,2025-11-21,PHX vs. MIN,26,19,8,0,1,1,1,0,9,0.667,8,-15,W
Anfernee Simons,1629014,2025-11-21,BOS vs. BKN,33,23,3,4,2,0,4,2,16,0.625,1,-10,L
Tristan Vukcevic,1641774,2025-11-21,WAS @ TOR,17,4,3,1,1,0,2,0,6,0.333,0,-15,L
Toumani Camara,1641739,2025-11-21,POR @ GSW,34,20,7,1,0,1,2,4,11,0.636,2,6,W
Kyshawn George,1642273,2025-11-21,WAS @ TOR,29,5,3,4,0,2,5,1,7,0.286,0,-22,L
Draymond Green,203110,2025-11-21,GSW vs. POR,34,11,5,7,3,1,3,2,11,0.364,2,-3,L
Isaiah Hartenstein,1628392,2025-11-21,OKC @ UTA,24,12,6,7,1,0,4,0,5,1.0,4,5,W
Bilal Coulibaly,1641731,2025-11-21,WAS @ TOR,26,9,3,2,2,0,1,0,6,0.167,8,-19,L
Jahmir Young,1642443,2025-11-21,MIA @ CHI,6,6,0,1,0,0,0,2,5,0.4,0,-3,W
Shai Gilgeous-Alexander,1628983,2025-11-21,OKC @ UTA,30,31,2,8,1,1,2,3,14,0.643,12,14,W
Duop Reath,1641871,2025-11-21,POR @ GSW,2,0,0,0,0,0,0,0,0,,0,-3,W
Oso Ighodaro,1642345,2025-11-21,PHX vs. MIN,13,2,5,3,3,0,2,0,2,0.5,0,8,W
Pelle Larsson,1641796,2025-11-21,MIA @ CHI,26,16,2,7,2,0,0,2,5,0.8,6,29,W
Caleb Love,1631126,2025-11-21,POR @ GSW,38,26,7,5,1,0,1,6,20,0.45,2,4,W
Julian Phillips,1641763,2025-11-21,CHI vs. MIA,18,3,2,1,0,1,0,1,5,0.2,0,-14,L
Rob Dillingham,1642265,2025-11-21,MIN @ PHX,9,5,1,0,1,0,2,1,3,0.667,0,0,L
Khris Middleton,203114,2025-11-21,WAS @ TOR,24,2,2,4,0,1,2,0,6,0.167,0,-7,L
Naji Marshall,1630230,2025-11-21,DAL vs. NOP,24,9,5,5,0,0,2,1,5,0.4,6,5,W
Jaylin Williams,1631119,2025-11-21,OKC @ UTA,24,15,6,6,2,0,2,5,9,0.556,0,27,W
Jabari Smith Jr.,1631095,2025-11-21,HOU vs. DEN,37,21,11,4,0,1,3,5,20,0.35,3,-8,L
Brandon Williams,1630314,2025-11-21,DAL vs. NOP,28,5,5,12,1,2,6,1,12,0.083,2,1,W
Jamal Murray,1627750,2025-11-21,DEN @ HOU,41,26,2,10,1,1,4,3,16,0.625,4,6,W
Naz Reid,1629675,2025-11-21,MIN @ PHX,27,9,2,2,2,2,1,1,10,0.4,0,-9,L
Chris Youngblood,1642959,2025-11-21,OKC @ UTA,5,5,2,0,0,0,0,1,4,0.5,0,7,W
Thomas Bryant,1628418,2025-11-21,CLE vs. IND,1,0,0,0,0,0,0,0,1,0.0,0,-4,W
Collin Gillespie,1631221,2025-11-21,PHX vs. MIN,34,20,7,4,2,0,3,4,12,0.583,2,14,W
Myron Gardner,1642066,2025-11-21,MIA @ CHI,5,3,1,0,0,0,0,1,1,1.0,0,-1,W
Hugo González,1642864,2025-11-21,BOS vs. BKN,5,0,0,0,1,0,0,0,1,0.0,0,12,L
Sidy Cissoko,1631321,2025-11-21,POR @ GSW,23,15,1,2,1,0,3,3,11,0.545,1,7,W
Jamir Watkins,1642364,2025-11-21,WAS @ TOR,9,5,0,0,0,0,0,1,3,0.333,2,-2,L
Ben Sheppard,1641767,2025-11-21,IND @ CLE,25,2,5,5,2,0,0,0,6,0.167,0,-16,L
Donovan Clingan,1642270,2025-11-21,POR @ GSW,27,22,10,4,2,0,0,1,14,0.643,4,-2,W
Kevin Durant,201142,2025-11-21,HOU vs. DEN,35,13,8,2,2,1,2,1,15,0.333,3,-7,L
Svi Mykhailiuk,1629004,2025-11-21,UTA vs. OKC,22,8,2,1,1,0,3,2,8,0.375,0,5,L
