PLAYER_NAME,PLAYER_ID,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FG3M,FGA,FG_PCT,FTA,PLUS_MINUS,WL
VJ Edgecombe,1642845,2026-01-01,PHI @ DAL,40,23,5,2,4,1,0,3,14,0.643,3,3,W
Cooper Flagg,1642843,2026-01-01,DAL vs. PHI,37,12,7,7,1,0,2,0,15,0.333,2,-1,L
Anthony Davis,203076,2026-01-01,DAL vs. PHI,37,13,8,2,1,0,3,0,13,0.462,2,-14,L
Klay Thompson,202691,2026-01-01,DAL vs. PHI,13,9,2,1,1,0,0,1,9,0.444,0,-12,L
Paul Reed,1630194,2026-01-01,DET vs. MIA,12,9,7,1,2,0,1,0,4,1.0,2,13,L
James Harden,201935,2026-01-01,LAC vs. UTA,29,20,3,7,0,0,1,1,14,0.357,11,5,W
Caleb Martin,1628997,2026-01-01,DAL vs. PHI,4,0,0,0,0,0,0,0,0,,0,-11,L
Jalen Smith,1630188,2025-12-31,CHI vs. NOP,26,14,14,1,1,2,1,1,11,0.455,3,21,W
Brandon Ingram,1627742,2025-12-31,TOR vs. DEN,36,30,8,1,0,0,1,5,21,0.524,4,-4,L
OG Anunoby,1628384,2025-12-31,NYK @ SAS,34,9,5,2,2,1,2,0,10,0.3,4,-25,L
Paolo Banchero,1631094,2025-12-31,ORL @ IND,35,29,10,4,1,3,5,0,21,0.571,7,2,W
Khris Middleton,203114,2025-12-31,WAS @ MIL,23,0,3,6,0,1,0,0,6,0.0,0,-7,W
Jalen Pickett,1629618,2025-12-31,DEN @ TOR,28,10,1,1,0,0,0,2,11,0.364,0,-9,W
Brandin Podziemski,1641764,2025-12-31,GSW @ CHA,23,19,3,3,0,0,1,5,9,0.667,2,-6,W
Jalen Williams,1631114,2025-12-31,OKC vs. POR,26,13,7,7,3,0,2,0,13,0.462,1,11,W
Pascal Siakam,1627783,2025-12-31,IND vs. ORL,34,26,4,0,2,1,1,3,20,0.45,10,-6,L
Branden Carlson,1642382,2025-12-31,OKC vs. POR,20,12,7,1,0,1,2,2,9,0.556,2,4,W
Jamal Murray,1627750,2025-12-31,DEN @ TOR,38,21,7,6,1,1,2,2,18,0.333,7,8,W
Dyson Daniels,1630700,2025-12-31,ATL vs. MIN,28,11,8,9,2,2,1,0,8,0.625,3,16,W
Patrick Williams,1630172,2025-12-31,CHI vs. NOP,20,12,2,2,1,0,1,2,8,0.5,2,0,W
Oso Ighodaro,1642345,2025-12-31,PHX @ CLE,21,0,1,1,0,0,1,0,4,0.0,0,-12,L
Noah Penda,1642869,2025-12-31,ORL @ IND,9,4,0,0,1,0,0,0,3,0.667,0,-14,W
Kristaps Porziņģis,204001,2025-12-31,ATL vs. MIN,17,16,2,1,0,0,1,2,12,0.5,4,22,W
Donte DiVincenzo,1628978,2025-12-31,MIN @ ATL,26,6,2,7,1,0,1,2,8,0.25,0,-10,L
Kyle Kuzma,1628398,2025-12-31,MIL vs. WAS,21,5,5,2,0,0,3,0,3,0.667,2,-5,L
Pat Spencer,1630311,2025-12-31,GSW @ CHA,6,0,0,0,0,0,0,0,2,0.0,0,3,W
Kon Knueppel,1642851,2025-12-31,CHA vs. GSW,32,20,5,8,0,0,1,4,11,0.636,2,-4,L
Jalen Johnson,1630552,2025-12-31,ATL vs. MIN,32,34,10,6,2,1,3,3,22,0.682,1,12,W
Evan Mobley,1630596,2025-12-31,CLE vs. PHX,29,16,10,5,1,5,2,0,10,0.7,3,15,W
Donovan Clingan,1642270,2025-12-31,POR @ OKC,17,6,5,0,0,0,1,1,5,0.4,2,-29,L
Jamaree Bouyea,1631123,2025-12-31,PHX @ CLE,15,18,3,4,0,0,0,2,12,0.583,2,-4,L
Alex Sarr,1642259,2025-12-31,WAS @ MIL,28,20,11,2,0,4,2,1,15,0.467,6,-5,W
Kris Murray,1631200,2025-12-31,POR @ OKC,26,10,3,1,0,0,1,2,5,0.6,2,-4,L
LaMelo Ball,1630163,2025-12-31,CHA vs. GSW,30,27,5,5,3,0,5,7,13,0.692,2,-3,L
Onyeka Okongwu,1630168,2025-12-31,ATL vs. MIN,27,17,8,5,0,0,0,2,13,0.462,3,3,W
Jamal Cain,1631288,2025-12-31,ORL @ IND,12,11,0,1,0,0,0,1,4,0.75,4,6,W
Jalen Suggs,1630591,2025-12-31,ORL @ IND,25,11,3,3,3,0,3,1,11,0.364,3,2,W
Draymond Green,203110,2025-12-31,GSW @ CHA,28,10,8,12,1,0,4,2,6,0.667,0,18,W
Anthony Edwards,1630162,2025-12-31,MIN @ ATL,33,30,5,2,1,2,2,3,18,0.556,8,-21,L
Anthony Black,1641710,2025-12-31,ORL @ IND,31,15,4,5,2,1,4,0,11,0.545,3,7,W
Jamal Shead,1642347,2025-12-31,TOR vs. DEN,21,2,0,5,1,0,1,0,8,0.125,0,-6,L
Dylan Harper,1642844,2025-12-31,SAS vs. NYK,16,2,2,0,1,0,1,0,6,0.167,0,-17,W
Donovan Mitchell,1628378,2025-12-31,CLE vs. PHX,30,34,10,7,2,1,4,4,18,0.556,12,17,W
PJ Hall,1641790,2025-12-31,CHA vs. GSW,16,9,7,2,0,0,0,0,6,0.667,2,-1,L
Duop Reath,1641871,2025-12-31,POR @ OKC,7,0,1,0,1,0,1,0,3,0.0,0,-3,L
Peyton Watson,1631212,2025-12-31,DEN @ TOR,36,24,8,0,2,0,1,1,19,0.474,7,6,W
Bennedict Mathurin,1631097,2025-12-31,IND vs. ORL,37,23,5,2,0,0,5,2,10,0.4,13,-7,L
Ochai Agbaji,1630534,2025-12-31,TOR vs. DEN,11,2,2,1,0,0,0,0,2,0.5,0,-5,L
Yves Missi,1642274,2025-12-31,NOP @ CHI,23,3,6,0,2,3,0,0,3,0.333,3,-2,L
Will Riley,1642860,2025-12-31,WAS @ MIL,12,3,2,2,1,0,0,1,3,0.333,0,1,W
Yang Hansen,1642905,2025-12-31,POR @ OKC,11,3,5,0,0,0,0,1,4,0.25,0,-5,L
Deni Avdija,1630166,2025-12-31,POR @ OKC,32,17,7,7,2,1,7,1,14,0.357,7,-22,L
Micah Potter,1630695,2025-12-31,IND vs. ORL,26,8,3,3,0,0,1,1,4,0.5,3,23,L
Jimmy Butler III,202710,2025-12-31,GSW @ CHA,31,19,5,7,1,0,3,0,8,0.5,12,8,W
Ajay Mitchell,1642349,2025-12-31,OKC vs. POR,23,17,6,3,1,1,2,1,4,1.0,8,16,W
Ryan Rollins,1631157,2025-12-31,MIL vs. WAS,39,16,7,7,0,0,3,4,13,0.385,2,3,L
Luke Kornet,1628436,2025-12-31,SAS vs. NYK,24,7,9,4,0,1,0,0,4,0.75,2,-14,W
Jarrett Allen,1628386,2025-12-31,CLE vs. PHX,27,16,11,3,0,0,2,0,12,0.583,2,18,W
Caleb Love,1631126,2025-12-31,POR @ OKC,30,10,5,4,3,0,3,2,12,0.333,0,-11,L
Gui Santos,1630611,2025-12-31,GSW @ CHA,17,13,5,2,0,1,0,3,6,0.833,0,15,W
Saddiq Bey,1630180,2025-12-31,NOP @ CHI,34,16,4,3,0,0,0,2,16,0.375,2,-11,L
DaRon Holmes II,1641747,2025-12-31,DEN @ TOR,22,11,3,1,0,1,1,2,5,0.8,2,-2,W
Goga Bitadze,1629048,2025-12-31,ORL @ IND,19,14,9,3,0,0,2,0,7,0.857,2,3,W
Stephon Castle,1642264,2025-12-31,SAS vs. NYK,27,5,2,7,0,0,3,0,9,0.111,6,0,W
Dalen Terry,1631207,2025-12-31,CHI vs. NOP,10,0,2,2,0,0,0,0,3,0.0,0,-14,W
Jase Richardson,1642859,2025-12-31,ORL @ IND,8,0,0,0,1,0,2,0,0,,0,-5,W
Cason Wallace,1641717,2025-12-31,OKC vs. POR,27,5,2,4,0,0,1,1,5,0.4,0,13,W
Keaton Wallace,1630811,2025-12-31,ATL vs. MIN,4,0,0,1,0,0,0,0,1,0.0,0,-1,W
Andrew Nembhard,1629614,2025-12-31,IND vs. ORL,31,19,4,7,1,0,3,1,15,0.6,0,0,L
Tyler Kolek,1642278,2025-12-31,NYK @ SAS,15,3,3,6,0,0,0,1,3,0.333,0,14,L
Jaden McDaniels,1630183,2025-12-31,MIN @ ATL,22,8,4,2,0,1,2,2,5,0.6,0,-12,L
Matas Buzelis,1641824,2025-12-31,CHI vs. NOP,27,19,6,2,1,0,0,2,17,0.471,4,11,W
Derik Queen,1642852,2025-12-31,NOP @ CHI,25,9,7,4,2,5,2,0,7,0.571,2,-19,L
Miles McBride,1630540,2025-12-31,NYK @ SAS,26,21,3,2,0,0,0,4,12,0.583,3,-1,L
Nickeil Alexander-Walker,1629638,2025-12-31,ATL vs. MIN,31,11,0,3,0,0,2,3,12,0.333,0,11,W
Myles Turner,1626167,2025-12-31,MIL vs. WAS,31,13,7,2,2,5,0,4,10,0.4,2,12,L
Isaiah Livers,1630587,2025-12-31,PHX @ CLE,6,0,2,1,0,0,0,0,0,,0,4,L
Tristan da Silva,1641783,2025-12-31,ORL @ IND,15,0,4,3,0,0,1,0,5,0.0,0,5,W
Ryan Dunn,1642346,2025-12-31,PHX @ CLE,19,6,5,0,0,0,1,2,7,0.286,0,-11,L
Sidy Cissoko,1631321,2025-12-31,POR @ OKC,27,19,1,2,0,1,3,5,10,0.7,0,-21,L
Kevin Huerter,1628989,2025-12-31,CHI vs. NOP,29,13,6,1,1,2,1,2,9,0.444,5,12,W
Harrison Barnes,203084,2025-12-31,SAS vs. NYK,26,7,6,4,0,0,2,0,6,0.333,4,16,W
Brandon Miller,1641706,2025-12-31,CHA vs. GSW,36,33,2,2,1,0,3,3,29,0.483,3,-7,L
Jalen Brunson,1628973,2025-12-31,NYK @ SAS,36,29,4,8,2,0,1,5,24,0.417,5,-1,L
T.J. McConnell,204456,2025-12-31,IND vs. ORL,17,4,1,8,1,1,3,0,4,0.25,2,-2,L
Giannis Antetokounmpo,203507,2025-12-31,MIL vs. WAS,28,33,15,3,0,0,6,0,21,0.571,14,-4,L
Jordan Hawkins,1641722,2025-12-31,NOP @ CHI,14,5,1,0,0,0,0,1,7,0.286,0,1,L
Craig Porter Jr.,1641854,2025-12-31,CLE vs. PHX,29,2,9,2,1,1,0,0,3,0.333,0,8,W
Jevon Carter,1628975,2025-12-31,CHI vs. NOP,6,3,0,0,0,0,1,1,3,0.333,0,-5,W
Dean Wade,1629731,2025-12-31,CLE vs. PHX,23,5,5,2,2,0,0,1,5,0.4,0,4,W
Luguentz Dort,1629652,2025-12-31,OKC vs. POR,25,12,2,1,1,1,0,4,10,0.4,0,11,W
Karl-Anthony Towns,1626157,2025-12-31,NYK @ SAS,33,20,7,4,1,0,3,2,10,0.5,8,-15,L
Shaedon Sharpe,1631101,2025-12-31,POR @ OKC,28,14,4,1,3,0,3,0,17,0.294,4,-22,L
Josh Green,1630182,2025-12-31,CHA vs. GSW,17,5,2,2,0,0,0,1,5,0.4,0,-1,L
Ja'Kobe Walter,1642266,2025-12-31,TOR vs. DEN,23,2,3,0,0,0,1,0,6,0.167,0,-14,L
Scottie Barnes,1630567,2025-12-31,TOR vs. DEN,33,20,14,10,1,1,0,2,14,0.5,4,6,L
Tyrese Proctor,1642878,2025-12-31,CLE vs. PHX,4,0,1,1,0,0,0,0,2,0.0,0,-8,W
Joan Beringer,1642866,2025-12-31,MIN @ ATL,8,0,2,0,0,1,0,0,0,,0,5,L
Tyus Jones,1626145,2025-12-31,ORL @ IND,24,4,1,1,1,0,0,0,7,0.286,0,3,W
Naz Reid,1629675,2025-12-31,MIN @ ATL,22,6,7,1,0,1,3,0,10,0.2,2,-23,L
Vít Krejčí,1630249,2025-12-31,ATL vs. MIN,26,6,1,5,2,1,0,2,8,0.25,0,17,W
Joe Ingles,204060,2025-12-31,MIN @ ATL,4,0,0,0,0,0,1,0,0,,0,1,L
Isaiah Joe,1630198,2025-12-31,OKC vs. POR,19,15,1,1,0,0,0,5,10,0.5,0,7,W
Darius Garland,1629636,2025-12-31,CLE vs. PHX,29,19,1,6,1,0,3,2,13,0.538,3,15,W
Bones Hyland,1630538,2025-12-31,MIN @ ATL,13,0,1,1,0,0,2,0,7,0.0,0,-10,L
Ariel Hukporti,1630574,2025-12-31,NYK @ SAS,14,6,6,1,1,1,1,0,4,0.75,0,13,L
Marvin Bagley III,1628963,2025-12-31,WAS @ MIL,20,9,3,4,2,0,1,0,6,0.667,1,6,W
Keldon Johnson,1629640,2025-12-31,SAS vs. NYK,31,19,8,0,2,0,1,0,12,0.417,9,-10,W
Shai Gilgeous-Alexander,1628983,2025-12-31,OKC vs. POR,29,30,2,6,4,0,0,1,15,0.733,7,22,W
Victor Wembanyama,1641705,2025-12-31,SAS vs. NYK,24,31,13,1,0,1,3,2,12,0.833,10,17,W
Mike Conley,201144,2025-12-31,MIN @ ATL,14,2,2,0,0,0,0,0,2,0.0,2,-19,L
Kelly Olynyk,203482,2025-12-31,SAS vs. NYK,11,1,1,2,1,0,0,0,1,0.0,2,6,W
De'Aaron Fox,1628368,2025-12-31,SAS vs. NYK,38,26,1,7,3,0,0,1,21,0.524,4,7,W
Guerschon Yabusele,1627824,2025-12-31,NYK @ SAS,9,2,2,1,0,0,1,0,1,1.0,0,15,L
Kenrich Williams,1629026,2025-12-31,OKC vs. POR,12,3,2,3,1,0,1,0,5,0.2,2,11,W
Stephen Curry,201939,2025-12-31,GSW @ CHA,33,26,2,4,0,1,5,5,16,0.563,3,11,W
Sam Merrill,1630241,2025-12-31,CLE vs. PHX,23,16,1,1,0,0,2,4,14,0.429,0,14,W
Will Richard,1642954,2025-12-31,GSW @ CHA,17,5,2,3,1,0,2,1,3,0.667,0,1,W
Nae'Qwan Tomlin,1641772,2025-12-31,CLE vs. PHX,13,0,4,1,0,2,0,0,1,0.0,0,-7,W
Jaylen Clark,1641740,2025-12-31,MIN @ ATL,16,3,0,0,1,1,1,0,4,0.25,2,-13,L
De'Anthony Melton,1629001,2025-12-31,GSW @ CHA,23,7,3,2,2,0,3,1,8,0.375,0,2,W
Sandro Mamukelashvili,1630572,2025-12-31,TOR vs. DEN,12,0,4,1,1,1,1,0,5,0.0,0,-12,L
Wendell Carter Jr.,1628976,2025-12-31,ORL @ IND,29,6,11,2,0,0,0,0,4,0.25,6,-1,W
Jordan Poole,1629673,2025-12-31,NOP @ CHI,26,26,3,2,0,0,0,4,14,0.429,10,2,L
Gradey Dick,1641711,2025-12-31,TOR vs. DEN,12,0,0,0,0,0,1,0,2,0.0,0,-7,L
Spencer Jones,1642461,2025-12-31,DEN @ TOR,38,6,7,2,1,0,2,0,3,0.0,6,-1,W
Mark Williams,1631109,2025-12-31,PHX @ CLE,24,2,9,2,0,1,1,0,3,0.0,2,-12,L
Carter Bryant,1642868,2025-12-31,SAS vs. NYK,7,0,0,0,0,0,0,0,1,0.0,0,-19,W
Sion James,1642883,2025-12-31,CHA vs. GSW,26,9,1,3,1,0,0,1,4,0.75,3,1,L
AJ Johnson,1642358,2025-12-31,WAS @ MIL,16,8,0,2,1,0,2,2,5,0.6,0,14,W
Luke Kennard,1628379,2025-12-31,ATL vs. MIN,27,15,6,5,1,0,1,2,12,0.5,1,21,W
Mikal Bridges,1628969,2025-12-31,NYK @ SAS,35,13,5,3,1,0,1,3,9,0.556,0,-16,L
Micah Peavy,1642877,2025-12-31,NOP @ CHI,14,6,2,1,0,0,1,1,4,0.5,1,-5,L
Jay Huff,1630643,2025-12-31,IND vs. ORL,11,0,0,1,2,0,2,0,3,0.0,0,-16,L
Tre Johnson,1642848,2025-12-31,WAS @ MIL,28,14,2,2,0,0,1,4,13,0.385,0,-5,W
Tim Hardaway Jr.,203501,2025-12-31,DEN @ TOR,30,9,5,1,0,0,1,3,13,0.231,0,7,W
Rob Dillingham,1642265,2025-12-31,MIN @ ATL,8,5,2,3,0,0,0,1,4,0.5,0,5,L
Justin Champagnie,1630551,2025-12-31,WAS @ MIL,33,12,9,2,2,2,0,1,9,0.556,2,4,W
Khaman Maluach,1642863,2025-12-31,PHX @ CLE,4,0,1,0,0,1,1,0,0,,0,8,L
Gary Payton II,1627780,2025-12-31,GSW @ CHA,10,9,1,0,0,0,0,1,4,1.0,0,-9,W
Ayo Dosunmu,1630245,2025-12-31,CHI vs. NOP,25,12,4,6,0,1,0,2,11,0.273,4,2,W
Jarace Walker,1641716,2025-12-31,IND vs. ORL,18,9,4,0,1,0,0,1,7,0.571,0,-3,L
Collin Gillespie,1631221,2025-12-31,PHX @ CLE,27,17,6,5,2,1,2,5,15,0.4,0,-17,L
Aaron Wiggins,1630598,2025-12-31,OKC vs. POR,22,2,0,2,2,0,1,0,5,0.0,4,18,W
Mouhamed Gueye,1631243,2025-12-31,ATL vs. MIN,4,0,1,1,1,0,0,0,1,0.0,0,-1,W
Zion Williamson,1629627,2025-12-31,NOP @ CHI,29,31,7,3,0,0,1,0,19,0.632,9,-6,L
Devin Booker,1626164,2025-12-31,PHX @ CLE,33,32,2,4,1,1,1,2,25,0.52,4,-12,L
Robert Williams III,1629057,2025-12-31,POR @ OKC,16,8,8,0,1,1,0,0,4,1.0,0,5,L
Julian Champagnie,1630577,2025-12-31,SAS vs. NYK,36,36,6,0,0,1,1,11,17,0.647,3,24,W
Rasheer Fleming,1642853,2025-12-31,PHX @ CLE,4,0,0,0,0,1,0,0,1,0.0,0,8,L
AJ Green,1631260,2025-12-31,MIL vs. WAS,34,9,2,2,0,0,0,3,8,0.375,0,12,L
Aaron Nesmith,1630174,2025-12-31,IND vs. ORL,32,9,10,0,3,1,0,2,11,0.273,2,10,L
Leonard Miller,1631159,2025-12-31,MIN @ ATL,8,7,0,0,0,0,0,1,4,0.75,0,5,L
Nikola Vučević,202696,2025-12-31,CHI vs. NOP,34,17,8,5,0,0,0,2,13,0.538,2,6,W
Moses Moody,1630541,2025-12-31,GSW @ CHA,19,7,5,2,1,1,0,1,7,0.429,0,0,W
Dillon Brooks,1628415,2025-12-31,PHX @ CLE,34,20,3,3,3,0,1,2,15,0.467,4,-13,L
Jamison Battle,1642419,2025-12-31,TOR vs. DEN,6,2,1,0,0,0,0,0,2,0.5,0,5,L
Bub Carrington,1642267,2025-12-31,WAS @ MIL,24,20,5,5,0,1,2,6,14,0.5,1,6,W
Rayan Rupert,1641712,2025-12-31,POR @ OKC,12,2,4,1,0,0,0,0,6,0.167,0,-9,L
Mohamed Diawara,1642885,2025-12-31,NYK @ SAS,6,6,1,1,0,0,0,2,5,0.4,0,2,L
Ben Sheppard,1641767,2025-12-31,IND vs. ORL,19,12,1,0,0,0,0,2,7,0.571,2,7,L
RJ Barrett,1629628,2025-12-31,TOR vs. DEN,24,17,6,3,0,0,2,1,13,0.538,3,9,L
Bilal Coulibaly,1641731,2025-12-31,WAS @ MIL,25,10,5,2,2,0,1,1,8,0.25,8,4,W
Jeremiah Fears,1642847,2025-12-31,NOP @ CHI,23,5,0,4,0,0,2,1,8,0.25,0,-18,L
Jonas Valančiūnas,202685,2025-12-31,DEN @ TOR,23,17,9,4,1,3,1,0,6,0.833,8,2,W
Alex Caruso,1627936,2025-12-31,OKC vs. POR,9,3,1,0,1,1,1,1,2,0.5,0,1,W
Bruce Brown,1628971,2025-12-31,DEN @ TOR,25,8,7,2,0,0,2,0,5,0.6,4,4,W
Jordan Clarkson,203903,2025-12-31,NYK @ SAS,24,20,2,2,0,0,0,4,17,0.471,0,5,L
Quinten Post,1642366,2025-12-31,GSW @ CHA,14,9,1,0,1,0,1,3,7,0.429,0,6,W
Johnny Juzang,1630548,2025-12-31,MIN @ ATL,8,10,3,1,0,0,0,2,6,0.667,0,5,L
Tony Bradley,1628396,2025-12-31,IND vs. ORL,12,0,5,1,0,0,1,0,2,0.0,0,-9,L
Trey Murphy III,1630530,2025-12-31,NOP @ CHI,34,15,6,5,0,1,4,3,15,0.4,0,-17,L
Johnny Furphy,1642277,2025-12-31,IND vs. ORL,5,0,2,0,0,0,0,0,0,,0,-7,L
Desmond Bane,1630217,2025-12-31,ORL @ IND,33,18,7,6,0,0,2,1,17,0.412,3,2,W
Tidjane Salaün,1642275,2025-12-31,CHA vs. GSW,17,6,1,1,1,0,0,0,5,0.6,0,-7,L
Kevin Porter Jr.,1629645,2025-12-31,MIL vs. WAS,39,19,6,5,0,0,3,1,17,0.529,0,10,L
Immanuel Quickley,1630193,2025-12-31,TOR vs. DEN,34,22,3,4,1,0,0,4,16,0.313,10,1,L
Royce O'Neale,1626220,2025-12-31,PHX @ CLE,27,9,2,1,1,0,4,1,10,0.4,1,-16,L
Thomas Bryant,1628418,2025-12-31,CLE vs. PHX,4,3,0,0,0,0,0,1,2,0.5,0,-8,W
Zaccharie Risacher,1642258,2025-12-31,ATL vs. MIN,28,9,4,1,0,0,0,1,10,0.4,2,8,W
CJ McCollum,203468,2025-12-31,WAS @ MIL,32,18,4,4,0,0,1,3,15,0.467,2,-13,W
Toumani Camara,1641739,2025-12-31,POR @ OKC,34,6,7,4,0,0,5,2,7,0.286,2,-24,L
Jaylon Tyson,1642281,2025-12-31,CLE vs. PHX,31,18,2,3,0,0,1,3,16,0.438,2,12,W
Collin Sexton,1629012,2025-12-31,CHA vs. GSW,27,16,5,8,3,0,4,0,16,0.375,5,1,L
Moussa Diabaté,1631217,2025-12-31,CHA vs. GSW,28,0,8,3,1,1,2,0,3,0.0,0,-8,L
Chet Holmgren,1631096,2025-12-31,OKC vs. POR,25,12,10,1,2,6,4,1,10,0.5,2,29,W
Nigel Hayes-Davis,1628502,2025-12-31,PHX @ CLE,4,5,3,0,0,0,0,1,2,1.0,0,8,L
Rudy Gobert,203497,2025-12-31,MIN @ ATL,28,6,11,3,1,0,1,0,6,0.5,0,-22,L
Gary Harris,203914,2025-12-31,MIL vs. WAS,11,5,0,0,0,0,0,1,2,1.0,0,-10,L
Asa Newell,1642854,2025-12-31,ATL vs. MIN,16,7,9,1,1,0,0,1,5,0.6,2,12,W
Julius Randle,203944,2025-12-31,MIN @ ATL,31,19,7,2,1,0,1,3,13,0.538,4,-11,L
Gary Trent Jr.,1629018,2025-12-31,MIL vs. WAS,15,0,1,0,0,0,0,0,4,0.0,0,-12,L
Trayce Jackson-Davis,1631218,2025-12-31,GSW @ CHA,5,0,0,0,0,0,0,0,0,,0,-8,W
Liam McNeeley,1642862,2025-12-31,CHA vs. GSW,11,0,1,1,1,0,0,0,1,0.0,0,-6,L
Bobby Portis,1626171,2025-12-31,MIL vs. WAS,20,13,5,3,0,1,0,3,11,0.364,2,-11,L
Jordan Goodwin,1630692,2025-12-31,PHX @ CLE,22,4,15,2,1,0,1,0,11,0.091,3,-11,L
Tre Jones,1630200,2025-12-31,CHI vs. NOP,27,20,2,12,0,0,1,1,7,1.0,6,16,W
Chris Youngblood,1642959,2025-12-31,OKC vs. POR,5,0,1,0,0,0,0,0,2,0.0,0,2,W
Al Horford,201143,2025-12-31,GSW @ CHA,13,8,2,0,0,0,0,2,7,0.429,0,-6,W
Isaac Okoro,1630171,2025-12-31,CHI vs. NOP,36,24,5,2,1,2,2,2,10,0.8,8,31,W
Kevon Looney,1626172,2025-12-31,NOP @ CHI,18,2,10,3,0,0,0,0,5,0.2,0,-5,L
Kevin McCullar Jr.,1641755,2025-12-31,NYK @ SAS,8,3,2,2,0,0,1,1,1,1.0,0,-1,L
Collin Murray-Boyles,1642867,2025-12-31,TOR vs. DEN,26,6,9,2,2,2,1,0,11,0.273,0,12,L
Jaylen Brown,1627759,2025-12-30,BOS @ UTA,34,23,6,10,2,0,2,1,19,0.474,6,2,W
Jock Landale,1629111,2025-12-30,MEM vs. PHI,18,6,3,2,0,1,1,0,7,0.429,0,-11,L
Luka Garza,1630568,2025-12-30,BOS @ UTA,19,15,6,0,1,1,0,2,8,0.75,1,13,W
Cody Williams,1642262,2025-12-30,UTA vs. BOS,13,2,0,0,0,0,1,0,3,0.0,2,-17,L
VJ Edgecombe,1642845,2025-12-30,PHI @ MEM,41,25,6,4,4,1,1,5,21,0.476,0,-1,W
Duncan Robinson,1629130,2025-12-30,DET @ LAL,28,6,2,4,0,0,0,1,5,0.4,2,4,W
Christian Koloko,1631132,2025-12-30,MEM vs. PHI,20,0,3,2,0,0,0,0,2,0.0,0,5,L
Bronny James,1642355,2025-12-30,LAL vs. DET,4,0,0,2,0,0,0,0,1,0.0,0,4,L
Lauri Markkanen,1628374,2025-12-30,UTA vs. BOS,38,22,9,2,2,1,0,2,16,0.375,8,13,L
Jaden Ivey,1631093,2025-12-30,DET @ LAL,17,9,2,2,1,0,1,1,5,0.8,0,20,W
Adem Bona,1641737,2025-12-30,PHI @ MEM,26,4,6,2,1,2,0,0,0,,6,3,W
Justin Edwards,1642348,2025-12-30,PHI @ MEM,4,0,0,0,1,0,0,0,1,0.0,0,-4,W
Chaz Lanier,1642404,2025-12-30,DET @ LAL,3,2,0,0,0,0,0,0,0,,2,-1,W
Ausar Thompson,1641709,2025-12-30,DET @ LAL,22,7,2,3,1,1,0,0,6,0.5,4,-11,W
Cedric Coward,1642907,2025-12-30,MEM vs. PHI,37,28,16,4,0,0,3,2,16,0.625,6,14,L
Kris Dunn,1627739,2025-12-30,LAC vs. SAC,21,10,6,1,2,0,0,2,7,0.571,0,16,W
Jaylen Wells,1642377,2025-12-30,MEM vs. PHI,32,14,4,2,0,0,2,2,12,0.5,0,-3,L
Anfernee Simons,1629014,2025-12-30,BOS @ UTA,28,20,5,4,1,0,1,4,15,0.4,4,27,W
Brice Sensabaugh,1641729,2025-12-30,UTA vs. BOS,39,5,5,3,0,0,2,1,9,0.222,0,-13,L
Jusuf Nurkić,203994,2025-12-30,UTA vs. BOS,34,26,8,8,0,0,3,2,11,0.909,5,9,L
Hugo González,1642864,2025-12-30,BOS @ UTA,17,3,4,1,0,0,1,1,2,0.5,0,7,W
Paul George,202331,2025-12-30,PHI @ MEM,39,17,3,3,0,0,3,3,17,0.353,2,11,W
Kawhi Leonard,202695,2025-12-30,LAC vs. SAC,33,33,5,5,3,1,1,5,19,0.579,7,31,W
Dalton Knecht,1642261,2025-12-30,LAL vs. DET,4,10,2,0,0,0,0,2,4,1.0,0,4,L
Keegan Murray,1631099,2025-12-30,SAC @ LAC,30,11,2,1,0,1,0,1,13,0.308,2,-27,L
Drew Eubanks,1629234,2025-12-30,SAC @ LAC,13,6,3,0,0,0,1,0,4,0.75,0,-20,L
Taylor Hendricks,1641707,2025-12-30,UTA vs. BOS,17,3,3,2,0,0,0,1,4,0.25,0,1,L
Brook Lopez,201572,2025-12-30,LAC vs. SAC,23,8,6,3,1,1,1,2,9,0.222,2,14,W
Tyrese Maxey,1630178,2025-12-30,PHI @ MEM,43,34,4,12,2,0,0,4,21,0.619,5,2,W
Isaiah Collier,1642268,2025-12-30,UTA vs. BOS,24,7,6,8,0,1,2,1,5,0.6,0,-16,L
Tobias Harris,202699,2025-12-30,DET @ LAL,6,7,0,0,0,0,1,1,2,1.0,2,1,W
Malik Monk,1628370,2025-12-30,SAC @ LAC,11,3,2,0,0,0,5,1,2,0.5,0,-16,L
Baylor Scheierman,1631248,2025-12-30,BOS @ UTA,12,0,1,0,0,0,1,0,0,,0,2,W
Paul Reed,1630194,2025-12-30,DET @ LAL,8,3,2,0,1,0,1,0,3,0.333,1,2,W
Marcus Smart,203935,2025-12-30,LAL vs. DET,25,6,2,5,3,0,1,0,4,0.25,4,-24,L
Daniss Jenkins,1642450,2025-12-30,DET @ LAL,4,0,1,1,0,0,1,0,0,,0,-4,W
Adou Thiero,1642876,2025-12-30,LAL vs. DET,4,0,3,1,0,1,0,0,1,0.0,0,4,L
Marcus Sasser,1631204,2025-12-30,DET @ LAL,24,19,2,5,2,0,1,4,8,0.625,5,14,W
Javonte Green,1629750,2025-12-30,DET @ LAL,31,8,4,2,0,2,0,1,7,0.429,2,21,W
